日期,商品(契約),商品名稱(契約名稱),到期月份(週別),交易人類別,前五大交易人買方,前五大交易人賣方,前十大交易人買方,前十大交易人賣方,全市場未沖銷部位數
2026/07/29,RW     ,小型創意期貨,202608  ,1,2370,3533,2370,4346,4888
2026/07/29,RW     ,小型創意期貨,999999  ,0,2426,4184,2923,5073,5302
2026/07/29,RW     ,小型創意期貨,999999  ,1,2426,3744,2608,4633,5302
2026/07/29,RX     ,富邦越南ETF期貨,202608  ,0,15,15,15,15,15
2026/07/29,RX     ,富邦越南ETF期貨,202608  ,1,2,13,2,13,15
2026/07/29,RX     ,富邦越南ETF期貨,999999  ,0,16,17,17,17,17
2026/07/29,RX     ,富邦越南ETF期貨,999999  ,1,2,13,2,13,17
2026/07/29,RY     ,群益台ESG低碳50ETF期貨,202608  ,0,68,68,68,68,68
2026/07/29,RY     ,群益台ESG低碳50ETF期貨,202608  ,1,0,67,0,67,68
2026/07/29,RY     ,群益台ESG低碳50ETF期貨,999999  ,0,110,115,116,116,116
2026/07/29,RY     ,群益台ESG低碳50ETF期貨,999999  ,1,21,74,25,74,116
2026/07/29,RZ     ,元大美債20年ETF期貨,202608  ,0,7001,7689,7450,8173,8301
2026/07/29,RZ     ,元大美債20年ETF期貨,202608  ,1,4239,7689,4308,8112,8301
2026/07/29,RZ     ,元大美債20年ETF期貨,999999  ,0,12955,15489,13531,16274,16606
2026/07/29,RZ     ,元大美債20年ETF期貨,999999  ,1,4856,15233,4972,16018,16606
2026/07/29,SA     ,美時期貨,202608  ,0,145,312,197,316,316
2026/07/29,SA     ,美時期貨,202608  ,1,51,312,59,315,316
2026/07/29,SA     ,美時期貨,999999  ,0,146,348,214,355,355
2026/07/29,SA     ,美時期貨,999999  ,1,27,348,51,354,355
2026/07/29,SB     ,華紙期貨,202608  ,0,149,253,200,256,256
2026/07/29,SB     ,華紙期貨,202608  ,1,58,249,78,252,256
2026/07/29,SB     ,華紙期貨,999999  ,0,154,258,205,262,262
2026/07/29,SB     ,華紙期貨,999999  ,1,58,254,78,258,262
2026/07/29,SC     ,小型聚陽期貨,202608  ,0,336,623,406,624,624
2026/07/29,SC     ,小型聚陽期貨,202608  ,1,275,621,275,622,624
2026/07/29,SC     ,小型聚陽期貨,999999  ,0,336,643,408,644,644
2026/07/29,SC     ,小型聚陽期貨,999999  ,1,275,641,275,642,644
2026/07/29,SD     ,中興電期貨,202608  ,0,428,1070,618,1109,1110
2026/07/29,SD     ,中興電期貨,202608  ,1,283,1070,443,1096,1110
2026/07/29,SD     ,中興電期貨,999999  ,0,431,1152,633,1213,1219
2026/07/29,SD     ,中興電期貨,999999  ,1,286,1152,488,1195,1219
2026/07/29,SE     ,小型智邦期貨,202608  ,0,1503,2417,1757,2966,3037
2026/07/29,SE     ,小型智邦期貨,202608  ,1,1310,2417,1352,2848,3037
2026/07/29,SE     ,小型智邦期貨,999999  ,0,1523,2486,1791,3061,3156
2026/07/29,SE     ,小型智邦期貨,999999  ,1,1330,2486,1424,2941,3156
2026/07/29,SF     ,小型台光電期貨,202608  ,0,1237,1983,1429,2532,2902
2026/07/29,SF     ,小型台光電期貨,202608  ,1,995,1983,1117,2532,2902
2026/07/29,SF     ,小型台光電期貨,999999  ,0,1280,2063,1486,2629,3063
2026/07/29,SF     ,小型台光電期貨,999999  ,1,1038,2063,1204,2629,3063
2026/07/29,SG     ,國泰智能電動車ETF期貨,202608  ,0,2,2,2,2,2
2026/07/29,SG     ,國泰智能電動車ETF期貨,202608  ,1,2,1,2,1,2
2026/07/29,SG     ,國泰智能電動車ETF期貨,999999  ,0,2,2,2,2,2
2026/07/29,SG     ,國泰智能電動車ETF期貨,999999  ,1,2,1,2,1,2
2026/07/29,SHF    ,航運期貨,202608  ,0,0,0,0,0,0
2026/07/29,SHF    ,航運期貨,202608  ,1,0,0,0,0,0
2026/07/29,SHF    ,航運期貨,999999  ,0,0,0,0,0,0
2026/07/29,SHF    ,航運期貨,999999  ,1,0,0,0,0,0
2026/07/29,SI     ,元大美債1-3ETF期貨,202608  ,0,224,223,225,225,225
2026/07/29,SI     ,元大美債1-3ETF期貨,202608  ,1,0,223,0,223,225
2026/07/29,SI     ,元大美債1-3ETF期貨,999999  ,0,244,250,254,254,254
2026/07/29,SI     ,元大美債1-3ETF期貨,999999  ,1,0,250,0,250,254
2026/07/29,SJ     ,神基期貨,202608  ,0,88,191,132,219,224
2026/07/29,SJ     ,神基期貨,202608  ,1,0,191,10,219,224
2026/07/29,SJ     ,神基期貨,999999  ,0,88,203,132,231,238
2026/07/29,SJ     ,神基期貨,999999  ,1,0,203,10,231,238
2026/07/29,SK     ,至上期貨,202608  ,0,292,467,431,655,1086
2026/07/29,SK     ,至上期貨,202608  ,1,44,402,111,554,1086
2026/07/29,SK     ,至上期貨,999999  ,0,360,656,521,870,1108
2026/07/29,SK     ,至上期貨,999999  ,1,44,591,133,769,1108
2026/07/29,SL     ,小型技嘉期貨,202608  ,0,2181,2893,2415,3010,3036
2026/07/29,SL     ,小型技嘉期貨,202608  ,1,2091,2413,2298,2515,3036
2026/07/29,SL     ,小型技嘉期貨,999999  ,0,2181,2933,2447,3169,3201
2026/07/29,SL     ,小型技嘉期貨,999999  ,1,2091,2453,2357,2679,3201
2026/07/29,SM     ,群益台灣精選高息ETF期貨,202608  ,0,182,238,216,274,279
2026/07/29,SM     ,群益台灣精選高息ETF期貨,202608  ,1,0,217,0,223,279
2026/07/29,SM     ,群益台灣精選高息ETF期貨,999999  ,0,260,403,313,477,490
2026/07/29,SM     ,群益台灣精選高息ETF期貨,999999  ,1,0,268,0,296,490
2026/07/29,SN     ,復華台灣科技優息ETF期貨,202608  ,0,190,221,206,229,231
2026/07/29,SN     ,復華台灣科技優息ETF期貨,202608  ,1,0,162,0,163,231
2026/07/29,SN     ,復華台灣科技優息ETF期貨,999999  ,0,252,293,281,336,344
2026/07/29,SN     ,復華台灣科技優息ETF期貨,999999  ,1,0,222,0,247,344
2026/07/29,SOF    ,半導體30期貨,202608  ,0,45,46,51,53,53
2026/07/29,SOF    ,半導體30期貨,202608  ,1,12,26,12,26,53
2026/07/29,SOF    ,半導體30期貨,999999  ,0,47,47,54,57,57
2026/07/29,SOF    ,半導體30期貨,999999  ,1,12,26,12,26,57
2026/07/29,SPF    ,美國標普500期貨,202609  ,0,119,128,127,129,129
2026/07/29,SPF    ,美國標普500期貨,202609  ,1,68,71,68,71,129
2026/07/29,SPF    ,美國標普500期貨,999999  ,0,125,130,133,135,135
2026/07/29,SPF    ,美國標普500期貨,999999  ,1,68,73,68,77,135
2026/07/29,SQ     ,中信高評級公司債ETF期貨,202608  ,0,0,0,0,0,0
2026/07/29,SQ     ,中信高評級公司債ETF期貨,202608  ,1,0,0,0,0,0
2026/07/29,SQ     ,中信高評級公司債ETF期貨,999999  ,0,11,11,11,11,11
2026/07/29,SQ     ,中信高評級公司債ETF期貨,999999  ,1,0,11,0,11,11
2026/07/29,SR     ,小型元大台灣50ETF期貨,202608  ,0,686,17548,1183,18924,19820
2026/07/29,SR     ,小型元大台灣50ETF期貨,202608  ,1,0,8175,0,9551,19820
2026/07/29,SR     ,小型元大台灣50ETF期貨,999999  ,0,691,21266,1208,23006,24617
2026/07/29,SR     ,小型元大台灣50ETF期貨,999999  ,1,0,11397,0,13137,24617
2026/07/29,SS     ,小型元大高股息ETF期貨,202608  ,0,119,349,176,370,378
2026/07/29,SS     ,小型元大高股息ETF期貨,202608  ,1,0,123,11,132,378
2026/07/29,SS     ,小型元大高股息ETF期貨,999999  ,0,133,399,206,461,487
2026/07/29,SS     ,小型元大高股息ETF期貨,999999  ,1,0,124,13,176,487
2026/07/29,SU     ,元大台灣價值高息ETF期貨,202608  ,0,331,230,335,284,335
2026/07/29,SU     ,元大台灣價值高息ETF期貨,202608  ,1,59,182,59,192,335
2026/07/29,SU     ,元大台灣價值高息ETF期貨,999999  ,0,345,239,355,293,355
2026/07/29,SU     ,元大台灣價值高息ETF期貨,999999  ,1,59,182,59,192,355
2026/07/29,SV     ,小型川湖期貨,202608  ,0,346,375,410,513,587
2026/07/29,SV     ,小型川湖期貨,202608  ,1,246,375,310,473,587
2026/07/29,SV     ,小型川湖期貨,999999  ,0,349,383,413,521,600
2026/07/29,SV     ,小型川湖期貨,999999  ,1,249,383,313,481,600
2026/07/29,SW     ,小型世紀鋼期貨,202608  ,0,638,856,727,867,867
2026/07/29,SW     ,小型世紀鋼期貨,202608  ,1,448,416,463,426,867
2026/07/29,SW     ,小型世紀鋼期貨,999999  ,0,638,862,732,895,899
2026/07/29,SW     ,小型世紀鋼期貨,999999  ,1,448,422,463,453,899
2026/07/29,SXF    ,美國費城半導體期貨,202609  ,0,517,628,562,645,649
2026/07/29,SXF    ,美國費城半導體期貨,202609  ,1,409,139,415,147,649
2026/07/29,SXF    ,美國費城半導體期貨,999999  ,0,517,630,563,647,652
2026/07/29,SXF    ,美國費城半導體期貨,999999  ,1,409,139,409,147,652
2026/07/29,SY     ,家登期貨,202608  ,0,55,63,75,88,104
2026/07/29,SY     ,家登期貨,202608  ,1,23,54,23,74,104
2026/07/29,SY     ,家登期貨,999999  ,0,60,72,83,100,119
2026/07/29,SY     ,家登期貨,999999  ,1,17,63,23,86,119
2026/07/29,SZ     ,小型家登期貨,202608  ,0,741,1162,999,1379,1472
2026/07/29,SZ     ,小型家登期貨,202608  ,1,741,1082,899,1235,1472
2026/07/29,SZ     ,小型家登期貨,999999  ,0,741,1262,1000,1484,1602
2026/07/29,SZ     ,小型家登期貨,999999  ,1,741,1182,868,1337,1602
2026/07/29,TE     ,電子期貨(TE+ZEF/8)           ,202608  ,0,234,380,311,436,495
2026/07/29,TE     ,電子期貨(TE+ZEF/8)           ,202608  ,1,132,380,175,428,495
2026/07/29,TE     ,電子期貨(TE+ZEF/8)           ,999999  ,0,234,380,311,436,502
2026/07/29,TE     ,電子期貨(TE+ZEF/8)           ,999999  ,1,132,380,175,428,502
2026/07/29,TF     ,金融期貨(TF+ZFF/4)           ,202608  ,0,161,207,207,272,358
2026/07/29,TF     ,金融期貨(TF+ZFF/4)           ,202608  ,1,110,175,136,221,358
2026/07/29,TF     ,金融期貨(TF+ZFF/4)           ,999999  ,0,161,207,207,272,361
2026/07/29,TF     ,金融期貨(TF+ZFF/4)           ,999999  ,1,110,175,136,221,361
2026/07/29,TGF    ,臺幣黃金期貨,202608  ,0,549,1134,769,1186,1187
2026/07/29,TGF    ,臺幣黃金期貨,202608  ,1,0,366,0,366,1187
2026/07/29,TGF    ,臺幣黃金期貨,999999  ,0,1005,1791,1305,1872,1877
2026/07/29,TGF    ,臺幣黃金期貨,999999  ,1,0,1023,0,1023,1877
2026/07/29,TJF    ,東證期貨,202608  ,0,134,139,142,142,142
2026/07/29,TJF    ,東證期貨,202608  ,1,0,125,0,125,142
2026/07/29,TJF    ,東證期貨,999999  ,0,199,207,210,215,218
2026/07/29,TJF    ,東證期貨,999999  ,1,48,125,48,125,218
2026/07/29,TX     ,臺股期貨(TX+MTX/4+TMF/20)           ,666666  ,0,21,21,21,21,21
2026/07/29,TX     ,臺股期貨(TX+MTX/4+TMF/20)           ,666666  ,1,0,0,0,0,21
2026/07/29,TX     ,臺股期貨(TX+MTX/4+TMF/20)           ,202608  ,0,72381,56652,83225,79982,116651
2026/07/29,TX     ,臺股期貨(TX+MTX/4+TMF/20)           ,202608  ,1,72381,56652,79296,79982,116651
2026/07/29,TX     ,臺股期貨(TX+MTX/4+TMF/20)           ,999999  ,0,72381,59711,84346,84362,124519
2026/07/29,TX     ,臺股期貨(TX+MTX/4+TMF/20)           ,999999  ,1,72381,59711,79351,84362,124519
2026/07/29,UA     ,士電期貨,202608  ,0,123,262,151,268,268
2026/07/29,UA     ,士電期貨,202608  ,1,91,262,97,268,268
2026/07/29,UA     ,士電期貨,999999  ,0,136,298,179,307,308
2026/07/29,UA     ,士電期貨,999999  ,1,103,298,121,305,308
2026/07/29,UB     ,亞翔期貨,202608  ,0,131,249,180,315,328
2026/07/29,UB     ,亞翔期貨,202608  ,1,21,249,48,315,328
2026/07/29,UB     ,亞翔期貨,999999  ,0,134,266,189,332,347
2026/07/29,UB     ,亞翔期貨,999999  ,1,21,266,40,332,347
2026/07/29,UC     ,廣明期貨,202608  ,0,51,83,69,91,91
2026/07/29,UC     ,廣明期貨,202608  ,1,27,83,30,84,91
2026/07/29,UC     ,廣明期貨,999999  ,0,51,90,73,100,102
2026/07/29,UC     ,廣明期貨,999999  ,1,27,90,30,94,102
2026/07/29,UDF    ,美國道瓊期貨,202609  ,0,203,70,218,105,221
2026/07/29,UDF    ,美國道瓊期貨,202609  ,1,152,10,152,16,221
2026/07/29,UDF    ,美國道瓊期貨,999999  ,0,210,70,229,108,235
2026/07/29,UDF    ,美國道瓊期貨,999999  ,1,165,10,165,10,235
2026/07/29,UE     ,上海商銀期貨,202608  ,0,17,17,17,17,312
2026/07/29,UE     ,上海商銀期貨,202608  ,1,5,17,5,17,312
2026/07/29,UE     ,上海商銀期貨,999999  ,0,291,273,309,308,316
2026/07/29,UE     ,上海商銀期貨,999999  ,1,268,204,276,225,316
2026/07/29,UF     ,台塑化期貨,202608  ,0,1228,1355,1382,1697,1909
2026/07/29,UF     ,台塑化期貨,202608  ,1,818,1355,840,1697,1909
2026/07/29,UF     ,台塑化期貨,999999  ,0,1290,1462,1460,1807,2043
2026/07/29,UF     ,台塑化期貨,999999  ,1,830,1462,868,1807,2043
2026/07/29,UG     ,達發期貨,202608  ,0,3,3,3,3,3
2026/07/29,UG     ,達發期貨,202608  ,1,0,3,0,3,3
2026/07/29,UG     ,達發期貨,999999  ,0,3,3,3,3,3
2026/07/29,UG     ,達發期貨,999999  ,1,0,3,0,3,3
2026/07/29,UH     ,小型奇鋐期貨,202608  ,0,1283,2964,1627,3498,3654
2026/07/29,UH     ,小型奇鋐期貨,202608  ,1,1073,2964,1233,3458,3654
2026/07/29,UH     ,小型奇鋐期貨,999999  ,0,1300,2995,1670,3596,3862
2026/07/29,UH     ,小型奇鋐期貨,999999  ,1,1090,2995,1336,3556,3862
2026/07/29,UI     ,小型達發期貨,202608  ,0,225,290,259,295,295
2026/07/29,UI     ,小型達發期貨,202608  ,1,44,290,44,292,295
2026/07/29,UI     ,小型達發期貨,999999  ,0,226,292,260,297,297
2026/07/29,UI     ,小型達發期貨,999999  ,1,44,292,44,294,297
2026/07/29,UJ     ,群益ESG投等債20+ETF期貨,202608  ,0,124,195,160,195,195
2026/07/29,UJ     ,群益ESG投等債20+ETF期貨,202608  ,1,0,150,8,150,195
2026/07/29,UJ     ,群益ESG投等債20+ETF期貨,999999  ,0,755,1838,1079,1845,1845
2026/07/29,UJ     ,群益ESG投等債20+ETF期貨,999999  ,1,0,1124,81,1125,1845
2026/07/29,UK     ,國泰20年美債ETF期貨,202608  ,0,4,4,4,4,4
2026/07/29,UK     ,國泰20年美債ETF期貨,202608  ,1,3,2,3,2,4
2026/07/29,UK     ,國泰20年美債ETF期貨,999999  ,0,64,63,64,64,64
2026/07/29,UK     ,國泰20年美債ETF期貨,999999  ,1,21,44,21,44,64
2026/07/29,UL     ,小型雙鴻期貨,202608  ,0,1383,2546,1615,2892,2987
2026/07/29,UL     ,小型雙鴻期貨,202608  ,1,1383,1946,1430,2277,2987
2026/07/29,UL     ,小型雙鴻期貨,999999  ,0,1401,2770,1657,3118,3224
2026/07/29,UL     ,小型雙鴻期貨,999999  ,1,1401,2170,1448,2503,3224
2026/07/29,UM     ,世芯-KY期貨,202608  ,0,93,121,105,124,124
2026/07/29,UM     ,世芯-KY期貨,202608  ,1,78,121,84,123,124
2026/07/29,UM     ,世芯-KY期貨,999999  ,0,106,138,121,142,142
2026/07/29,UM     ,世芯-KY期貨,999999  ,1,91,138,97,141,142
2026/07/29,UNF    ,美國那斯達克100期貨,202609  ,0,356,597,449,633,698
2026/07/29,UNF    ,美國那斯達克100期貨,202609  ,1,0,412,0,412,698
2026/07/29,UNF    ,美國那斯達克100期貨,999999  ,0,367,609,472,677,759
2026/07/29,UNF    ,美國那斯達克100期貨,999999  ,1,0,424,0,459,759
2026/07/29,UO     ,小型世芯-KY期貨,202608  ,0,1082,2878,1402,3126,3220
2026/07/29,UO     ,小型世芯-KY期貨,202608  ,1,550,2878,633,3047,3220
2026/07/29,UO     ,小型世芯-KY期貨,999999  ,0,1132,2976,1454,3304,3410
2026/07/29,UO     ,小型世芯-KY期貨,999999  ,1,562,2976,645,3224,3410
2026/07/29,UP     ,保瑞期貨,202608  ,0,401,412,410,415,415
2026/07/29,UP     ,保瑞期貨,202608  ,1,7,412,8,415,415
2026/07/29,UP     ,保瑞期貨,999999  ,0,403,419,415,422,422
2026/07/29,UP     ,保瑞期貨,999999  ,1,8,419,12,422,422
2026/07/29,UQ     ,小型保瑞期貨,202608  ,0,179,297,227,345,356
2026/07/29,UQ     ,小型保瑞期貨,202608  ,1,87,277,87,310,356
2026/07/29,UQ     ,小型保瑞期貨,999999  ,0,215,373,289,440,467
2026/07/29,UQ     ,小型保瑞期貨,999999  ,1,87,373,87,410,467
2026/07/29,UR     ,統一FANG+ETF期貨,202608  ,0,1,1,1,1,1
2026/07/29,UR     ,統一FANG+ETF期貨,202608  ,1,0,1,0,1,1
2026/07/29,UR     ,統一FANG+ETF期貨,999999  ,0,2,2,2,2,2
2026/07/29,UR     ,統一FANG+ETF期貨,999999  ,1,0,2,0,2,2
2026/07/29,US     ,小型統一FANG+ETF期貨,202608  ,0,12,12,12,12,12
2026/07/29,US     ,小型統一FANG+ETF期貨,202608  ,1,7,8,7,8,12
2026/07/29,US     ,小型統一FANG+ETF期貨,999999  ,0,18,16,18,18,18
2026/07/29,US     ,小型統一FANG+ETF期貨,999999  ,1,8,11,8,11,18
2026/07/29,UT     ,一詮期貨,202608  ,0,748,943,900,1093,1203
2026/07/29,UT     ,一詮期貨,202608  ,1,82,943,82,1077,1203
2026/07/29,UT     ,一詮期貨,999999  ,0,823,955,975,1188,1310
2026/07/29,UT     ,一詮期貨,999999  ,1,82,955,82,1172,1310
2026/07/29,UU     ,台灣虎航期貨,202608  ,0,35,69,52,73,73
2026/07/29,UU     ,台灣虎航期貨,202608  ,1,24,57,29,57,73
2026/07/29,UU     ,台灣虎航期貨,999999  ,0,35,69,52,74,75
2026/07/29,UU     ,台灣虎航期貨,999999  ,1,24,58,29,58,75
2026/07/29,UV     ,旺矽期貨,202608  ,0,30,39,40,50,50
2026/07/29,UV     ,旺矽期貨,202608  ,1,22,39,22,50,50
2026/07/29,UV     ,旺矽期貨,999999  ,0,32,40,42,51,53
2026/07/29,UV     ,旺矽期貨,999999  ,1,24,40,24,50,53
2026/07/29,UW     ,小型旺矽期貨,202608  ,0,1805,1937,1947,2268,2452
2026/07/29,UW     ,小型旺矽期貨,202608  ,1,354,1937,384,2268,2452
2026/07/29,UW     ,小型旺矽期貨,999999  ,0,1825,2026,2021,2367,2555
2026/07/29,UW     ,小型旺矽期貨,999999  ,1,444,2026,474,2367,2555
2026/07/29,UX     ,華泰期貨,202608  ,0,274,454,352,522,530
2026/07/29,UX     ,華泰期貨,202608  ,1,219,454,284,518,530
2026/07/29,UX     ,華泰期貨,999999  ,0,322,576,434,644,652
2026/07/29,UX     ,華泰期貨,999999  ,1,222,576,313,640,652
2026/07/29,UY     ,良維期貨,202608  ,0,120,412,189,414,414
2026/07/29,UY     ,良維期貨,202608  ,1,96,412,107,412,414
2026/07/29,UY     ,良維期貨,999999  ,0,120,445,194,448,448
2026/07/29,UY     ,良維期貨,999999  ,1,96,436,122,437,448
2026/07/29,UZ     ,小型漢唐期貨,202608  ,0,1099,2272,1349,2928,3132
2026/07/29,UZ     ,小型漢唐期貨,202608  ,1,1042,2012,1150,2668,3132
2026/07/29,UZ     ,小型漢唐期貨,999999  ,0,1160,2332,1426,3109,3382
2026/07/29,UZ     ,小型漢唐期貨,999999  ,1,1160,2072,1269,2729,3382
2026/07/29,VA     ,華榮期貨,202608  ,0,62,66,75,75,75
2026/07/29,VA     ,華榮期貨,202608  ,1,16,66,16,74,75
2026/07/29,VA     ,華榮期貨,999999  ,0,62,66,75,75,75
2026/07/29,VA     ,華榮期貨,999999  ,1,16,66,16,74,75
2026/07/29,VB     ,燿華期貨,202608  ,0,707,1300,933,1313,1320
2026/07/29,VB     ,燿華期貨,202608  ,1,447,1291,584,1291,1320
2026/07/29,VB     ,燿華期貨,999999  ,0,731,1369,975,1387,1399
2026/07/29,VB     ,燿華期貨,999999  ,1,471,1364,612,1364,1399
2026/07/29,VC     ,建準期貨,202608  ,0,71,98,89,112,114
2026/07/29,VC     ,建準期貨,202608  ,1,13,98,17,112,114
2026/07/29,VC     ,建準期貨,999999  ,0,73,106,98,128,131
2026/07/29,VC     ,建準期貨,999999  ,1,13,106,17,128,131
2026/07/29,VD     ,小型致茂期貨,202608  ,0,547,1139,762,1349,1456
2026/07/29,VD     ,小型致茂期貨,202608  ,1,338,1139,393,1329,1456
2026/07/29,VD     ,小型致茂期貨,999999  ,0,568,1165,788,1375,1504
2026/07/29,VD     ,小型致茂期貨,999999  ,1,341,1165,396,1355,1504
2026/07/29,VE     ,貿聯-KY期貨,202608  ,0,146,157,198,217,267
2026/07/29,VE     ,貿聯-KY期貨,202608  ,1,0,157,10,208,267
2026/07/29,VE     ,貿聯-KY期貨,999999  ,0,215,208,275,281,362
2026/07/29,VE     ,貿聯-KY期貨,999999  ,1,0,208,10,281,362
2026/07/29,VF     ,小型貿聯-KY期貨,202608  ,0,943,2163,1314,2397,2467
2026/07/29,VF     ,小型貿聯-KY期貨,202608  ,1,653,2163,846,2357,2467
2026/07/29,VF     ,小型貿聯-KY期貨,999999  ,0,1215,2311,1590,2671,2788
2026/07/29,VF     ,小型貿聯-KY期貨,999999  ,1,925,2171,1118,2491,2788
2026/07/29,VG     ,小型金像電期貨,202608  ,0,1087,2236,1333,2654,2873
2026/07/29,VG     ,小型金像電期貨,202608  ,1,828,2236,881,2470,2873
2026/07/29,VG     ,小型金像電期貨,999999  ,0,1087,2462,1368,2893,3120
2026/07/29,VG     ,小型金像電期貨,999999  ,1,828,2462,952,2709,3120
2026/07/29,VH     ,富邦科技ETF期貨,202608  ,0,339,343,351,355,355
2026/07/29,VH     ,富邦科技ETF期貨,202608  ,1,300,343,300,352,355
2026/07/29,VH     ,富邦科技ETF期貨,999999  ,0,340,355,353,370,370
2026/07/29,VH     ,富邦科技ETF期貨,999999  ,1,300,355,305,367,370
2026/07/29,VI     ,研華期貨,202608  ,0,55,90,66,98,98
2026/07/29,VI     ,研華期貨,202608  ,1,10,90,10,97,98
2026/07/29,VI     ,研華期貨,999999  ,0,55,92,66,101,101
2026/07/29,VI     ,研華期貨,999999  ,1,10,92,10,99,101
2026/07/29,VJ     ,小型順達期貨,202608  ,0,412,702,504,845,918
2026/07/29,VJ     ,小型順達期貨,202608  ,1,111,542,111,650,918
2026/07/29,VJ     ,小型順達期貨,999999  ,0,412,703,506,865,938
2026/07/29,VJ     ,小型順達期貨,999999  ,1,111,543,111,665,938
2026/07/29,VK     ,小型亞翔期貨,202608  ,0,226,1038,338,1184,1214
2026/07/29,VK     ,小型亞翔期貨,202608  ,1,47,760,47,896,1214
2026/07/29,VK     ,小型亞翔期貨,999999  ,0,227,1096,341,1272,1308
2026/07/29,VK     ,小型亞翔期貨,999999  ,1,47,818,47,984,1308
2026/07/29,XAF    ,澳幣兌美元期貨,202609  ,0,15,15,15,15,15
2026/07/29,XAF    ,澳幣兌美元期貨,202609  ,1,14,0,14,0,15
2026/07/29,XAF    ,澳幣兌美元期貨,999999  ,0,15,15,15,15,15
2026/07/29,XAF    ,澳幣兌美元期貨,999999  ,1,14,0,14,0,15
2026/07/29,XBF    ,英鎊兌美元期貨,202609  ,0,1,1,1,1,1
2026/07/29,XBF    ,英鎊兌美元期貨,202609  ,1,1,0,1,0,1
2026/07/29,XBF    ,英鎊兌美元期貨,999999  ,0,1,1,1,1,1
2026/07/29,XBF    ,英鎊兌美元期貨,999999  ,1,1,0,1,0,1
2026/07/29,XEF    ,歐元兌美元期貨,202609  ,0,32,32,32,32,32
2026/07/29,XEF    ,歐元兌美元期貨,202609  ,1,7,0,7,0,32
2026/07/29,XEF    ,歐元兌美元期貨,999999  ,0,46,47,47,47,47
2026/07/29,XEF    ,歐元兌美元期貨,999999  ,1,7,0,7,0,47
2026/07/29,XIF    ,非金電期貨,202608  ,0,543,740,711,751,751
2026/07/29,XIF    ,非金電期貨,202608  ,1,0,389,73,389,751
2026/07/29,XIF    ,非金電期貨,999999  ,0,576,764,789,850,852
2026/07/29,XIF    ,非金電期貨,999999  ,1,0,355,73,389,852
2026/07/29,XJF    ,美元兌日圓期貨,202609  ,0,607,291,609,404,609
2026/07/29,XJF    ,美元兌日圓期貨,202609  ,1,581,0,581,0,609
2026/07/29,XJF    ,美元兌日圓期貨,999999  ,0,680,354,685,476,685
2026/07/29,XJF    ,美元兌日圓期貨,999999  ,1,586,0,586,0,685

月份類別格式: 666666為所有週到期契約合計，yyyymm為近月契約，999999 為所有契約(含各週到期契約與各到期月份契約)合計。
交易人類別格式： 0 為部位排序前五大或前十大交易人，1 為部位排序前五大或前十大交易人中，屬於特定法人者
-表當日收盤後無週到期期貨契約；"0"表該契約於當日收盤後無未沖銷部位。
